"file","line","rule","severity","type","impacts","effort","message","status","key"
"src/main/java/com/sodimac/facturacion/util/UtilsXsl.java","16","java:S7158","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","2min","Use isEmpty() to check whether a string is empty or not.","OPEN","b9c11d16-8819-44e7-89c9-4b99a56fa34e"
"src/main/java/com/sodimac/facturacion/util/UtilsXsl.java","33","java:S7158","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","2min","Use isEmpty() to check whether a string is empty or not.","OPEN","7823214a-a35a-40d7-8e74-3facf4f160cb"
"src/main/java/com/sodimac/facturacion/util/UtilsXsl.java","43","java:S1197","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","5min","Move the array designators [] to the type.","OPEN","636773b0-dd46-4fea-b47d-a0dbc0cae399"
"src/main/java/com/sodimac/facturacion/util/UtilsXsl.java","46","java:S106","MAJOR","CODE_SMELL","MAINTAINABILITY=MEDIUM","10min","Replace this use of System.out by a logger.","OPEN","f1410f64-46db-430b-9911-c386fe57ac0e"
"src/main/java/com/sodimac/fiscal/api/config/CorsConfigurer.java","20","java:S1135","INFO","CODE_SMELL","MAINTAINABILITY=LOW","0min","Complete the task associated to this TODO comment.","OPEN","1200facf-23f3-4e50-b82f-3cfc6b5d5d32"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalValidationController.java","61","java:S100","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","5min","Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.","OPEN","b8960386-fe94-4bbe-bc3f-53ec3bb13364"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","96","java:S1874","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","15min","Remove this use of ""throwError""; it is deprecated.","OPEN","055df792-6059-4ee0-b96c-73e306e6e5a8"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","124","java:S1874","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","15min","Remove this use of ""throwError""; it is deprecated.","OPEN","38fa785b-70a9-457e-a8f5-687612cd9c90"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","128","java:S1874","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","15min","Remove this use of ""throwError""; it is deprecated.","OPEN","5e572414-d826-418e-b455-3ccd9d20a686"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","139","java:S1874","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","15min","Remove this use of ""throwError""; it is deprecated.","OPEN","2e3f7180-16e1-44a6-9ddf-8c73d595d5aa"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","169","java:S1874","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","15min","Remove this use of ""throwError""; it is deprecated.","OPEN","feb1f80c-89d1-47b9-ab0f-a63d3e6657a1"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","202","java:S1192","CRITICAL","CODE_SMELL","MAINTAINABILITY=HIGH","8min","Define a constant instead of duplicating this literal ""message"" 3 times.","OPEN","a0b13b76-afd9-4c64-adff-a1f53a0c0d6b"
"src/main/java/com/sodimac/fiscal/api/controller/InvoiceController.java","537","java:S1192","CRITICAL","CODE_SMELL","MAINTAINABILITY=HIGH","14min","Define a constant instead of duplicating this literal ""attachment"" 6 times.","OPEN","698ee67e-aa25-4d34-bdf8-f5744706d8c3"
