"file","line","rule","severity","type","impacts","effort","message","status","key"
"src/main/java/com/sodimac/facturacion/util/UtilsXsl.java","46","java:S106","MAJOR","CODE_SMELL","MAINTAINABILITY=MEDIUM","10min","Replace this use of System.out by a logger.","OPEN","f1410f64-46db-430b-9911-c386fe57ac0e"
"src/main/java/com/sodimac/fiscal/api/config/CorsConfigurer.java","20","java:S1135","INFO","CODE_SMELL","MAINTAINABILITY=LOW","0min","Complete the task associated to this TODO comment.","OPEN","1200facf-23f3-4e50-b82f-3cfc6b5d5d32"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","98","java:S1874","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","15min","Remove this use of ""throwError""; it is deprecated.","OPEN","055df792-6059-4ee0-b96c-73e306e6e5a8"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","126","java:S1874","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","15min","Remove this use of ""throwError""; it is deprecated.","OPEN","38fa785b-70a9-457e-a8f5-687612cd9c90"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","130","java:S1874","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","15min","Remove this use of ""throwError""; it is deprecated.","OPEN","5e572414-d826-418e-b455-3ccd9d20a686"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","141","java:S1874","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","15min","Remove this use of ""throwError""; it is deprecated.","OPEN","2e3f7180-16e1-44a6-9ddf-8c73d595d5aa"
"src/main/java/com/sodimac/fiscal/api/controller/FiscalXmlProcessorController.java","171","java:S1874","MINOR","CODE_SMELL","MAINTAINABILITY=LOW","15min","Remove this use of ""throwError""; it is deprecated.","OPEN","feb1f80c-89d1-47b9-ab0f-a63d3e6657a1"
"src/main/java/com/sodimac/fiscal/api/exception/FiscalException.java","113","java:S1133","INFO","CODE_SMELL","MAINTAINABILITY=LOW","10min","Do not forget to remove this deprecated code someday.","OPEN","b977b0e6-cb04-43fa-ae16-6a18bacb093b"
"src/main/java/com/sodimac/fiscal/api/exception/FiscalException.java","113","java:S4144","MAJOR","CODE_SMELL","MAINTAINABILITY=MEDIUM","15min","Update this method so that its implementation is not identical to ""getMessageCode"" on line 105.","OPEN","51ed23c8-379b-4d06-b29a-df23699910d1"
"src/main/java/com/sodimac/fiscal/api/model/dto/InvoiceRegistrationResponse.java","110","java:S107","MAJOR","CODE_SMELL","MAINTAINABILITY=MEDIUM","20min","Method has 11 parameters, which is greater than 7 authorized.","OPEN","f79bc3e0-b9a3-49f8-9539-b04ffdaca24b"
"src/main/java/com/sodimac/fiscal/api/model/dto/InvoiceRegistrationResponse.java","137","java:S107","MAJOR","CODE_SMELL","MAINTAINABILITY=MEDIUM","20min","Method has 11 parameters, which is greater than 7 authorized.","OPEN","92a90126-20b0-4bba-8bf7-5bad9ebdbbd7"
